,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,,,,,
4901,All,,,,,,,,,,,,,,,,,,,,,,,,,
4902,All,,,,,,,,,,,,,,,,,,,,,,,,,
4903,All,,,,,,,,,,,,,,,,,,,,,,,,,
4904,All,,,,,,,,,,,,,,,,,,,,,,,,,
4905,All,,,,,,,,,,,,,,,,,,,,,,,,,
4906,All,,,,,,,,,,,,,,,,,,,,,,,,,
4907,All,,,,,,,,,,,,,,,,,,,,,,,,,
4908,All,,,,,,,,,,,,,,,,,,,,,,,,,
4909,All,,,,,,,,,,,,,,,,,,,,,,,,,
4910,All,,,,,,,,,,,,,,,,,,,,,,,,,
4911,All,,,,,,,,,,,,,,,,,,,,,,,,,
4912,All,,,,,,,,,,,,,,,,,,,,,,,,,
4913,All,,,,,,,,,,,,,,,,,,,,,,,,,
4914,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4915,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4916,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4917,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4918,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4919,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4920,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4921,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4922,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4923,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4924,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4925,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4926,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4927,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4928,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4929,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4930,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4931,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4932,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4933,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4934,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4935,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4936,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4937,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4938,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4939,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4940,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4941,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4942,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4943,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4944,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4945,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4946,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4947,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4948,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4949,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4950,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4951,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4952,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4953,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4954,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4955,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4956,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4957,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4958,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4959,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4960,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4961,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4962,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4963,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4964,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4965,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4966,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4967,Head on,Left turn,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4968,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4969,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4970,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4971,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4972,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4973,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4974,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4975,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4976,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4977,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4978,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4979,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4980,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4981,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4982,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4983,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4984,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4985,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4986,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4987,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4988,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4989,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4990,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4991,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4992,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4993,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4994,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4995,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4996,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4997,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4998,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
4999,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5000,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5001,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5002,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5003,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5004,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5005,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5006,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5007,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5008,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5009,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5010,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5011,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5012,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5013,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5014,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5015,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5016,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5017,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5018,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5019,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5020,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5021,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5022,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5023,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5024,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5025,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5026,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5027,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5028,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5029,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5030,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5031,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5032,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5033,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5034,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5035,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5036,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5037,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5038,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5039,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5040,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5041,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5042,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5043,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5044,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5045,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5046,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5047,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5048,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5049,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5050,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5051,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5052,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5053,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5054,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5055,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5056,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5057,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5058,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5059,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5060,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5061,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5062,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5063,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5064,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5065,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5066,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5067,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5068,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5069,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5070,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5071,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5072,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5073,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5074,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5075,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5076,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5077,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5078,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5079,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5080,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5081,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5082,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5083,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5084,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5085,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5086,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5087,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5088,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5089,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5090,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5091,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5092,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5093,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5094,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5095,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5096,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5097,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5098,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5099,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5100,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5101,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5102,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5103,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5104,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5105,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5106,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5107,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5108,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5109,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5110,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5111,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5112,All,,,,,,,,,,,,,,,,,,,,,,,,,
5113,All,,,,,,,,,,,,,,,,,,,,,,,,,
5114,All,,,,,,,,,,,,,,,,,,,,,,,,,
5115,All,,,,,,,,,,,,,,,,,,,,,,,,,
5116,All,,,,,,,,,,,,,,,,,,,,,,,,,
5117,All,,,,,,,,,,,,,,,,,,,,,,,,,
5118,All,,,,,,,,,,,,,,,,,,,,,,,,,
5119,All,,,,,,,,,,,,,,,,,,,,,,,,,
5120,All,,,,,,,,,,,,,,,,,,,,,,,,,
5121,All,,,,,,,,,,,,,,,,,,,,,,,,,
5122,All,,,,,,,,,,,,,,,,,,,,,,,,,
5123,All,,,,,,,,,,,,,,,,,,,,,,,,,
5124,All,,,,,,,,,,,,,,,,,,,,,,,,,
5125,All,,,,,,,,,,,,,,,,,,,,,,,,,
5126,All,,,,,,,,,,,,,,,,,,,,,,,,,
5127,All,,,,,,,,,,,,,,,,,,,,,,,,,
5128,All,,,,,,,,,,,,,,,,,,,,,,,,,
5129,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5130,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5131,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5132,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5133,All,,,,,,,,,,,,,,,,,,,,,,,,,
5134,All,,,,,,,,,,,,,,,,,,,,,,,,,
5135,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,,
5136,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,,
5137,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
5138,All,,,,,,,,,,,,,,,,,,,,,,,,,
5139,All,,,,,,,,,,,,,,,,,,,,,,,,,
5140,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
5141,All,,,,,,,,,,,,,,,,,,,,,,,,,
5142,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5143,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5144,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5145,All,,,,,,,,,,,,,,,,,,,,,,,,,
5146,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5147,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5148,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5149,All,,,,,,,,,,,,,,,,,,,,,,,,,
5150,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5151,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5152,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5153,All,,,,,,,,,,,,,,,,,,,,,,,,,
5154,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5155,All,,,,,,,,,,,,,,,,,,,,,,,,,
5156,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5157,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5158,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5159,All,,,,,,,,,,,,,,,,,,,,,,,,,
5160,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5161,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5162,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5163,All,,,,,,,,,,,,,,,,,,,,,,,,,
5164,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5165,All,,,,,,,,,,,,,,,,,,,,,,,,,
5166,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5167,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5168,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5169,All,,,,,,,,,,,,,,,,,,,,,,,,,
5170,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5171,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5172,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5173,All,,,,,,,,,,,,,,,,,,,,,,,,,
5174,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5175,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5176,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5177,All,,,,,,,,,,,,,,,,,,,,,,,,,
5178,All,,,,,,,,,,,,,,,,,,,,,,,,,
5179,Run off road,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,
5180,Run off road,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,
5181,All,,,,,,,,,,,,,,,,,,,,,,,,,
5182,All,,,,,,,,,,,,,,,,,,,,,,,,,
5183,All,,,,,,,,,,,,,,,,,,,,,,,,,
5184,All,,,,,,,,,,,,,,,,,,,,,,,,,
5185,All,,,,,,,,,,,,,,,,,,,,,,,,,
5186,All,,,,,,,,,,,,,,,,,,,,,,,,,
5187,Run off road,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,
5188,Run off road,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,
5189,All,,,,,,,,,,,,,,,,,,,,,,,,,
5190,All,,,,,,,,,,,,,,,,,,,,,,,,,
5191,All,,,,,,,,,,,,,,,,,,,,,,,,,
5192,All,,,,,,,,,,,,,,,,,,,,,,,,,
5193,All,,,,,,,,,,,,,,,,,,,,,,,,,
5194,All,,,,,,,,,,,,,,,,,,,,,,,,,
5195,Run off road,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,
5196,Run off road,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,
5197,All,,,,,,,,,,,,,,,,,,,,,,,,,
5198,All,,,,,,,,,,,,,,,,,,,,,,,,,
5199,All,,,,,,,,,,,,,,,,,,,,,,,,,
5200,All,,,,,,,,,,,,,,,,,,,,,,,,,
5201,All,,,,,,,,,,,,,,,,,,,,,,,,,
5202,All,,,,,,,,,,,,,,,,,,,,,,,,,
5203,All,,,,,,,,,,,,,,,,,,,,,,,,,
5204,All,,,,,,,,,,,,,,,,,,,,,,,,,
5205,All,,,,,,,,,,,,,,,,,,,,,,,,,
5206,All,,,,,,,,,,,,,,,,,,,,,,,,,
5207,All,,,,,,,,,,,,,,,,,,,,,,,,,
5208,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5209,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5210,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5211,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5212,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5213,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5214,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5215,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5216,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5217,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5218,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5219,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5220,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5221,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5222,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5223,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5224,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5225,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5226,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5227,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5228,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5229,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5230,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5231,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5232,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
