,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,,,,,
5233,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5234,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5235,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5236,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5237,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5238,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5239,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5240,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5241,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5242,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5243,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5244,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5245,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5246,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5247,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5248,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5249,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5250,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5251,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5252,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5253,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5254,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5255,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5256,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5257,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5258,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5259,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5260,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5261,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5262,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5263,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5264,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5265,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5266,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5267,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5268,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5269,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5270,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5271,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5272,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5273,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5274,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5275,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5276,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5277,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5278,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5279,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5280,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5281,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5282,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5283,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5284,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5285,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5286,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5287,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5288,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5289,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5290,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5291,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5292,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5293,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5294,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5295,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5296,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5297,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5298,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5299,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5300,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5301,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5302,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5303,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5304,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5305,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5306,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5307,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5308,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5309,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5310,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5311,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5312,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5313,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5314,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5315,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5316,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5317,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5318,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5319,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5320,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5321,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5322,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5323,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5324,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5325,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5326,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5327,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5328,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5329,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5330,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5331,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5332,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5333,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5334,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5335,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5336,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5337,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5338,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5339,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5340,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5341,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5342,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5343,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5344,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5345,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5346,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5347,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5348,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5349,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5350,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5351,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5352,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5353,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5354,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5355,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5356,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5357,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5358,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5359,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5360,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5361,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5362,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5363,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5364,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5365,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5366,Fixed object,Head on,Run off road,Sideswipe,,,,,,,,,,,,,,,,,,,,,,
5367,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
5368,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
5369,All,,,,,,,,,,,,,,,,,,,,,,,,,
5370,All,,,,,,,,,,,,,,,,,,,,,,,,,
5371,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5372,Dry weather,,,,,,,,,,,,,,,,,,,,,,,,,
5373,All,,,,,,,,,,,,,,,,,,,,,,,,,
5374,All,,,,,,,,,,,,,,,,,,,,,,,,,
5375,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5376,Head on,,,,,,,,,,,,,,,,,,,,,,,,,
5377,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,,
5378,All,,,,,,,,,,,,,,,,,,,,,,,,,
5379,All,,,,,,,,,,,,,,,,,,,,,,,,,
5380,All,,,,,,,,,,,,,,,,,,,,,,,,,
5381,All,,,,,,,,,,,,,,,,,,,,,,,,,
5382,All,,,,,,,,,,,,,,,,,,,,,,,,,
5383,All,,,,,,,,,,,,,,,,,,,,,,,,,
5384,All,,,,,,,,,,,,,,,,,,,,,,,,,
5385,All,,,,,,,,,,,,,,,,,,,,,,,,,
5386,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5387,Head on,,,,,,,,,,,,,,,,,,,,,,,,,
5388,All,,,,,,,,,,,,,,,,,,,,,,,,,
5389,All,,,,,,,,,,,,,,,,,,,,,,,,,
5390,All,,,,,,,,,,,,,,,,,,,,,,,,,
5391,All,,,,,,,,,,,,,,,,,,,,,,,,,
5392,All,,,,,,,,,,,,,,,,,,,,,,,,,
5393,All,,,,,,,,,,,,,,,,,,,,,,,,,
5394,All,,,,,,,,,,,,,,,,,,,,,,,,,
5395,All,,,,,,,,,,,,,,,,,,,,,,,,,
5396,All,,,,,,,,,,,,,,,,,,,,,,,,,
5397,All,,,,,,,,,,,,,,,,,,,,,,,,,
5398,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
5399,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
5400,All,,,,,,,,,,,,,,,,,,,,,,,,,
5401,All,,,,,,,,,,,,,,,,,,,,,,,,,
5402,All,,,,,,,,,,,,,,,,,,,,,,,,,
5403,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
5404,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
5405,All,,,,,,,,,,,,,,,,,,,,,,,,,
5406,All,,,,,,,,,,,,,,,,,,,,,,,,,
5407,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,,
5408,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,,
5409,All,,,,,,,,,,,,,,,,,,,,,,,,,
5410,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5411,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5412,Cross median,Other,,,,,,,,,,,,,,,,,,,,,,,,
5413,Cross median,Other,,,,,,,,,,,,,,,,,,,,,,,,
5414,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5415,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5416,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5417,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5418,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5419,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5420,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5421,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5422,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5423,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5424,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5425,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5426,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5427,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5428,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5429,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5430,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5431,Cross median,Other,,,,,,,,,,,,,,,,,,,,,,,,
5432,Cross median,Other,,,,,,,,,,,,,,,,,,,,,,,,
5433,Cross median,Other,,,,,,,,,,,,,,,,,,,,,,,,
5434,Cross median,Other,,,,,,,,,,,,,,,,,,,,,,,,
5435,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5436,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5437,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5438,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5439,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5440,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5441,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5442,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5443,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5444,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5445,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5446,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5447,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5448,All,,,,,,,,,,,,,,,,,,,,,,,,,
5449,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5450,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5451,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5452,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5453,Head on,,,,,,,,,,,,,,,,,,,,,,,,,
5454,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,,
5455,All,,,,,,,,,,,,,,,,,,,,,,,,,
5456,Cross median,Other,,,,,,,,,,,,,,,,,,,,,,,,
5457,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5458,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5459,All,,,,,,,,,,,,,,,,,,,,,,,,,
5460,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5461,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5462,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5463,Head on,,,,,,,,,,,,,,,,,,,,,,,,,
5464,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5465,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,,
5466,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5467,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5468,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5469,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5470,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5471,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5472,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5473,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5474,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5475,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5476,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5477,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5478,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5479,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5480,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5481,All,,,,,,,,,,,,,,,,,,,,,,,,,
5482,All,,,,,,,,,,,,,,,,,,,,,,,,,
5483,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5484,Head on,,,,,,,,,,,,,,,,,,,,,,,,,
5485,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,,
5486,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5487,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5488,Head on,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,
5489,Head on,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,
5490,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5491,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5492,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5493,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5494,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5495,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5496,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5497,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5498,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5499,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5500,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5501,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5502,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5503,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5504,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5505,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5506,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5507,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5508,Fixed object,,,,,,,,,,,,,,,,,,,,,,,,,
5509,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5510,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5511,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5512,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5513,Other,,,,,,,,,,,,,,,,,,,,,,,,,
5514,All,,,,,,,,,,,,,,,,,,,,,,,,,
5515,All,,,,,,,,,,,,,,,,,,,,,,,,,
5516,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5517,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5518,Dry weather,,,,,,,,,,,,,,,,,,,,,,,,,
5519,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5520,All,,,,,,,,,,,,,,,,,,,,,,,,,
5521,All,,,,,,,,,,,,,,,,,,,,,,,,,
5522,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5523,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5524,Dry weather,,,,,,,,,,,,,,,,,,,,,,,,,
5525,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5526,All,,,,,,,,,,,,,,,,,,,,,,,,,
5527,All,,,,,,,,,,,,,,,,,,,,,,,,,
5528,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5529,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5530,Dry weather,,,,,,,,,,,,,,,,,,,,,,,,,
5531,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5532,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5533,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5534,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5535,All,,,,,,,,,,,,,,,,,,,,,,,,,
5536,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5537,All,,,,,,,,,,,,,,,,,,,,,,,,,
5538,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5539,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5540,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5541,Dry weather,,,,,,,,,,,,,,,,,,,,,,,,,
5542,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5543,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5544,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5545,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5546,All,,,,,,,,,,,,,,,,,,,,,,,,,
5547,All,,,,,,,,,,,,,,,,,,,,,,,,,
5548,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5549,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5550,Cross median,Fixed object,Run off road,Other,,,,,,,,,,,,,,,,,,,,,,
5551,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5552,Dry weather,,,,,,,,,,,,,,,,,,,,,,,,,
5553,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5554,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5555,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5556,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5557,All,,,,,,,,,,,,,,,,,,,,,,,,,
5558,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5559,All,,,,,,,,,,,,,,,,,,,,,,,,,
5560,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5561,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5562,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5563,Dry weather,,,,,,,,,,,,,,,,,,,,,,,,,
5564,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5565,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5566,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5567,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5568,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5569,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
5570,All,,,,,,,,,,,,,,,,,,,,,,,,,
5571,All,,,,,,,,,,,,,,,,,,,,,,,,,
5572,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5573,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5574,Dry weather,,,,,,,,,,,,,,,,,,,,,,,,,
5575,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5576,All,,,,,,,,,,,,,,,,,,,,,,,,,
5577,All,,,,,,,,,,,,,,,,,,,,,,,,,
5578,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5579,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5580,Dry weather,,,,,,,,,,,,,,,,,,,,,,,,,
5581,All,,,,,,,,,,,,,,,,,,,,,,,,,
5582,All,,,,,,,,,,,,,,,,,,,,,,,,,
5583,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5584,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5585,Dry weather,,,,,,,,,,,,,,,,,,,,,,,,,
5586,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5587,All,,,,,,,,,,,,,,,,,,,,,,,,,
5588,All,,,,,,,,,,,,,,,,,,,,,,,,,
5589,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
5590,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
5591,Dry weather,,,,,,,,,,,,,,,,,,,,,,,,,
5592,Run off road,Wet road,,,,,,,,,,,,,,,,,,,,,,,,
5593,All,,,,,,,,,,,,,,,,,,,,,,,,,
5594,All,,,,,,,,,,,,,,,,,,,,,,,,,
